P[day],d[hour]
4.169775820000000266e+01,5.512999999999999901e+00
4.790294819999999731e+00,2.721900000000000208e+00
3.867158429999999925e+01,5.532000000000000028e+00
8.326518540000000357e+00,5.482999999999999652e+00
8.408878140000000556e+00,3.496700000000000141e+00
2.857426919999999981e+01,4.942700000000000315e+00
2.949029110000000120e+00,2.031099999999999905e+00
1.315140223000000042e+01,5.439000000000000057e+00
4.219183309999999665e+01,7.083000000000000185e+00
4.339456900000000061e+00,2.365200000000000191e+00
2.852348259999999858e+00,7.050999999999999490e-01
1.767002910000000071e+01,6.692999999999999616e+00
1.085931130000000024e+02,7.988999999999999879e+00
1.996687599999999918e+02,8.996000000000000441e+00
5.123320399999999886e+00,2.746599999999999930e+00
6.161745280000000236e+01,3.815999999999999837e+00
2.433982019999999835e+01,3.891000000000000014e+00
7.653695310000000518e+01,5.573999999999999844e+00
4.754000719999999625e+00,2.539400000000000102e+00
8.925079520000000599e+00,2.676600000000000090e+00
5.452987420000000363e+00,2.132800000000000029e+00
3.266627329999999940e+00,2.056000000000000050e+00
4.272264210000000340e+00,2.112999999999999989e+00
3.532324290000000033e+00,2.765000000000000124e+00
6.289174930000000074e+01,6.831000000000000405e+00
1.155562042000000034e+01,1.675799999999999956e+00
1.713263124999999931e+01,3.055499999999999883e+00
7.695705599999999436e+01,9.551000000000000156e+00
2.361724469999999965e+00,1.216699999999999893e+00
2.392104080000000010e+01,5.174000000000000377e+00
3.170597309999999780e+00,1.668600000000000083e+00
8.131663599999999770e-01,1.412199999999999900e+00
5.188563679999999678e+00,2.368300000000000072e+00
8.041347780000000611e+00,2.633199999999999985e+00
1.177613232000000032e+01,2.897100000000000009e+00
2.408632177000000141e+01,2.236000000000000210e+00
2.344512589999999896e+00,1.411599999999999966e+00
1.830272349999999904e+01,8.262000000000000455e+00
2.888904440000000129e+00,1.604300000000000059e+00
2.106314859999999953e+02,8.419000000000000483e+00
1.714648756000000063e+01,4.235400000000000276e+00
3.970766030000000057e+00,1.814000000000000057e+00
2.352273910000000079e+00,1.738899999999999890e+00
1.062788695000000061e+01,4.575999999999999623e+00
1.104462489999999963e+00,1.045800000000000063e+00
3.730900259999999857e+00,2.909499999999999975e+00
2.403640699999999963e+00,1.401200000000000001e+00
8.990886209999999323e+00,4.244699999999999918e+00
2.787874169999999818e+00,2.034800000000000164e+00
6.564808920000000114e+01,5.746000000000000441e+00
1.646801680000000045e+00,1.196600000000000108e+00
1.755843559999999970e+00,1.942499999999999893e+00
5.185600810000000394e+00,4.054000000000000270e+00
8.458051190000000830e+00,2.998000000000000220e+00
3.346985709999999870e+01,4.748999999999999666e+00
1.189520435999999926e+01,3.432999999999999829e+00
4.457432670000000208e+00,2.322599999999999998e+00
1.353953594999999943e+01,4.389000000000000234e+00
2.270823749999999919e+01,3.503000000000000114e+00
5.968724049999999615e+00,3.650999999999999801e+00
1.307141889000000035e+01,3.094599999999999795e+00
7.970339850000000226e+00,2.667499999999999982e+00
1.071253474999999966e+01,2.718599999999999905e+00
3.256352489999999733e+01,5.418000000000000149e+00
5.928406400000000076e+01,5.419999999999999929e+00
6.117849719999999714e+00,3.458000000000000185e+00
3.975996289999999878e+00,2.202900000000000080e+00
9.478508180000000394e+00,6.153999999999999915e+00
2.996859170000000105e+01,6.677999999999999936e+00
3.324079849999999681e+01,4.674999999999999822e+00
1.003931700000000093e+00,1.436099999999999932e+00
5.582247749999999797e+01,5.456999999999999851e+00
6.110104390000000052e+00,2.314000000000000057e+00
1.879591276000000022e+01,7.523500000000000298e+00
5.079034647999999663e+01,1.084740000000000038e+01
9.989702660000000733e+00,3.700000000000000178e+00
1.442592309999999989e+00,2.969800000000000217e+00
2.602033289999999965e+01,4.964999999999999858e+00
7.698549000000000087e-01,1.024299999999999988e+00
6.892263329999999577e+00,2.492100000000000204e+00
3.794561379999999673e+01,4.092999999999999972e+00
2.417382440000000088e+01,3.056000000000000050e+00
1.062478820000000042e+02,1.377999999999999936e+01
3.180551279999999892e+01,3.979000000000000092e+00
2.685054449999999981e+00,1.047299999999999898e+00
7.518545370000000005e+00,2.845000000000000195e+00
2.017202466999999899e+01,3.148800000000000043e+00
1.686008049999999869e+01,5.557000000000000384e+00
4.893364949999999602e+00,3.484999999999999876e+00
8.934848869999999721e+00,2.579000000000000181e+00
1.117392077000000050e+01,3.306999999999999940e+00
2.850572169999999872e+01,6.323999999999999844e+00
5.359914590000000345e+01,6.810999999999999943e+00
1.043519624000000050e+02,3.694999999999999840e+00
1.607673147999999941e+01,2.205000000000000071e+00
1.887058705000000103e+01,3.470099999999999962e+00
1.713694080000000142e+01,6.416000000000000369e+00
3.788618329999999812e+00,2.807999999999999829e+00
2.422084190000000081e+00,2.561300000000000132e+00
4.125119350000000296e+00,2.876999999999999780e+00
1.045839864999999946e+01,3.153999999999999915e+00
5.600133269999999719e+00,2.650799999999999823e+00
2.520341279999999884e+01,4.514999999999999680e+00
2.832647249999999950e+00,2.306000000000000050e+00
1.622378478999999984e+01,2.546199999999999797e+00
8.496404370000000483e+00,2.212800000000000100e+00
6.618436459999999499e+01,5.155000000000000249e+00
2.032318860000000171e+00,1.159599999999999964e+00
7.684785040000000400e+00,2.447000000000000064e+00
1.504470979999999969e+01,5.823000000000000398e+00
4.437972659999999792e+00,4.717662400000000034e+00
6.312508529999999674e+00,2.745499999999999829e+00
1.279454740000000079e+01,3.419700000000000184e+00
1.118547809999999920e+00,1.553399999999999892e+00
1.518727048999999951e+01,4.509000000000000341e+00
2.868532120000000063e+01,6.307000000000000384e+00
5.880010500000000251e-01,1.145100000000000007e+00
8.573572020000000293e+01,7.625000000000000000e+00
1.078389709999999946e+00,1.339399999999999924e+00
1.217000379999999993e+00,1.328500000000000014e+00
1.368237979999999965e+01,4.152999999999999581e+00
1.108507658000000085e+01,1.750999999999999890e+00
2.536908680000000160e+01,4.746000000000000441e+00
3.177414600000000089e+00,1.526200000000000001e+00
4.100811170000000061e+01,4.376000000000000334e+00
8.071270430000000218e+00,2.392999999999999794e+00
1.101819178000000043e+01,4.634999999999999787e+00
1.294123564000000037e+01,4.636000000000000121e+00
5.349790999999999741e+00,4.278999999999999915e+00
1.882628770000000173e+01,2.343999999999999861e+00
4.767027589999999648e+00,2.012999999999999901e+00
4.370332330000000098e+00,2.845000000000000195e+00
2.032319069999999783e+00,1.676199999999999912e+00
2.292211809999999872e+01,8.199999999999999289e+00
1.610474503000000013e+01,5.711999999999999744e+00
5.766165570000000073e+00,3.831399999999999917e+00
1.246600444000000074e+01,5.006599999999999717e+00
2.158752787999999967e+01,4.496800000000000352e+00
3.799623689999999954e+01,6.775100000000000122e+00
5.625908809999999960e+01,8.114000000000000767e+00
7.426973779999999969e+00,3.205999999999999961e+00
1.200089666999999949e+01,3.266000000000000014e+00
1.916940869999999908e+00,1.424299999999999899e+00
1.630127269999999839e+01,3.974000000000000199e+00
1.332354078000000008e+01,3.873000000000000220e+00
7.010742950000000029e+00,2.178700000000000081e+00
1.729226309999999955e+01,7.041999999999999815e+00
9.428922300000000689e+01,4.102000000000000313e+00
5.773693399999999532e-01,1.085199999999999942e+00
8.682974000000000103e+01,4.969999999999999751e+00
1.723232893999999860e+01,4.556799999999999962e+00
2.669519439999999832e+01,4.575999999999999623e+00
9.956670349999999559e+00,3.533999999999999808e+00
1.041728722000000040e+01,4.125000000000000000e+00
2.678389350000000135e+01,4.583999999999999631e+00
4.512621599999999944e+01,6.655999999999999694e+00
1.194019100999999949e+01,2.866000000000000103e+00
4.160566580000000236e+00,2.609999999999999876e+00
3.105729469999999992e+01,3.400999999999999801e+00
8.457333459999999548e+01,5.761999999999999567e+00
4.147890509999999864e+00,3.829000000000000181e+00
5.191036989999999740e+00,4.222000000000000419e+00
3.410459809999999869e+00,2.866000000000000103e+00
1.382142084000000004e+01,3.984999999999999876e+00
3.095059270000000140e+01,5.394000000000000128e+00
4.866385039999999940e+00,2.295999999999999819e+00
1.855251619999999946e+01,4.384999999999999787e+00
1.362801048000000037e+01,3.537399999999999878e+00
1.683203174999999874e+01,4.030999999999999694e+00
3.704290149999999837e+00,3.370000000000000107e+00
4.354073709999999764e+00,2.427000000000000046e+00
2.936587949999999836e+00,1.895199999999999996e+00
1.132269748999999948e+01,3.516999999999999904e+00
1.371218522000000029e+01,2.436999999999999833e+00
7.467189580000000326e+00,3.633000000000000007e+00
2.433449389999999823e+01,6.557000000000000384e+00
4.164384509999999651e+00,1.846400000000000041e+00
5.774403259999999705e+00,1.768000000000000016e+00
2.607545159999999917e+00,1.391599999999999948e+00
4.509092009999999817e+01,4.605000000000000426e+00
1.505398860000000028e+01,4.421999999999999709e+00
6.888610169999999755e+01,5.924999999999999822e+00
9.991152409999999762e+00,2.657000000000000028e+00
3.600828550000000128e+00,1.937999999999999945e+00
5.727160669999999953e+00,2.229999999999999982e+00
3.629201700000000130e+01,8.198000000000000398e+00
1.241285180000000032e+01,4.298000000000000043e+00
2.668312740000000183e+00,2.414099999999999913e+00
9.849416700000002134e-01,1.972399999999999931e+00
6.630853599999999570e-01,1.152199999999999891e+00
1.049566302999999934e+01,4.735599999999999810e+00
2.186965714000000105e+01,5.517699999999999605e+00
1.002830675000000014e+02,1.086359999999999992e+01
1.911874249999999975e+01,6.804999999999999716e+00
4.843130029999999664e+01,4.030000000000000249e+00
8.679036999999999225e+00,2.863999999999999879e+00
4.551398800000000300e+00,2.456999999999999851e+00
9.685276800000000019e-01,1.367199999999999971e+00
6.494414639999999572e+00,2.343999999999999861e+00
2.847500060000000133e+01,4.717999999999999972e+00
4.866340939999999726e+00,1.885000000000000009e+00
1.303135830000000084e+01,4.520999999999999908e+00
4.099050019999999961e+01,7.336000000000000298e+00
3.733311650000000270e+01,7.642999999999999794e+00
1.443594590000000011e+01,3.414000000000000146e+00
2.939337160999999909e+01,7.044500000000000206e+00
4.863038050000000112e+01,7.080499999999999794e+00
6.033555390000000074e+00,1.004899999999999949e+01
3.025584939999999889e+00,3.000799999999999912e+00
5.113193460000000101e+01,6.019000000000000128e+00
2.862535019999999975e+01,4.551000000000000156e+00
6.981413270000000004e+00,6.527000000000000135e+00
3.656909090000000084e+00,2.064000000000000057e+00
1.257228970000000068e+01,4.764999999999999680e+00
4.083663070000000062e+01,4.956000000000000405e+00
3.239417749999999874e+00,2.568999999999999950e+00
2.347725529999999949e+01,6.735000000000000320e+00
1.508960174000000087e+01,4.210799999999999876e+00
2.280298080000000027e+01,4.991600000000000037e+00
6.655767280000000596e+01,1.053200000000000003e+01
3.116041940000000121e+00,1.776299999999999990e+00
2.131945050000000119e+00,1.806100000000000039e+00
1.294625669999999928e+01,9.567999999999999616e+00
6.640741399999999794e-01,1.092500000000000027e+00
1.479663060000000030e+01,5.613000000000000433e+00
1.125401871000000042e+01,4.759000000000000341e+00
1.147685262999999978e+01,2.755999999999999783e+00
2.761223699999999948e+00,3.681000000000000050e+00
7.990223789999999937e+00,3.273000000000000131e+00
1.579196594000000076e+01,7.277199999999999669e+00
8.220012389999999414e+01,1.062700000000000067e+01
4.695055759999999800e+00,3.057999999999999829e+00
8.630500919999999354e+00,3.144000000000000128e+00
3.276457230000000109e+00,2.218999999999999861e+00
5.576547820000000044e+00,3.673000000000000043e+00
1.156863392000000061e+02,4.650000000000000355e+00
3.813714229999999983e+00,1.973000000000000087e+00
8.383957960000000043e+00,5.200000000000000178e+00
1.681890509999999894e+00,2.991999999999999993e+00
7.128151629999999628e+00,5.522000000000000242e+00
1.994012109999999893e+01,4.283000000000000362e+00
8.457448919999999148e+00,3.289299999999999891e+00
2.750871575000000036e+01,5.929100000000000037e+00
8.751777869999999382e+01,2.549999999999999822e+00
2.224200319999999920e+01,7.532000000000000028e+00
9.082334109999999683e+00,2.008000000000000007e+00
8.839294620000000435e+00,1.719000000000000083e+00
7.561261520000000402e+00,2.850999999999999979e+00
1.612896789999999925e+01,6.270999999999999908e+00
1.356311570000000088e+01,5.437999999999999723e+00
1.629599160000000069e+01,2.116000000000000103e+00
1.801612270000000038e+01,4.016000000000000014e+00
2.104335339999999999e+00,1.116800000000000015e+00
2.884317509999999984e+01,3.170999999999999819e+00
1.609196369000000004e+01,2.894299999999999873e+00
2.551727440000000158e+01,4.735000000000000320e+00
6.793367500000000447e-01,1.218800000000000106e+00
1.117267230000000033e+01,6.105999999999999872e+00
2.535732840000000099e+00,3.988999999999999879e+00
1.975111483999999962e+02,1.110599999999999987e+01
5.448321080000000372e+00,2.221299999999999830e+00
1.116127169999999946e+00,1.323499999999999899e+00
3.833087640000000018e+00,1.510000000000000009e+00
5.424749330000000036e+00,1.139000000000000012e+00
8.433799800000000291e-01,1.447400000000000020e+00
6.566069409999999884e+00,1.845499999999999918e+00
8.797242269999999564e+01,1.463799999999999990e+01
5.688747199999999449e-01,1.217700000000000005e+00
2.132585259999999892e+02,7.767999999999999794e+00
2.886762399999999840e+00,9.879000000000000004e-01
6.178173659999999678e+00,3.260099999999999998e+00
6.414912769999999931e+00,3.362899999999999778e+00
1.801019956000000022e+01,3.516000000000000014e+00
1.102867030999999969e+02,4.426999999999999602e+00
8.683863499999999735e-01,1.066000000000000059e+00
1.112827427000000036e+01,2.611800000000000122e+00
2.226496200000000147e+00,1.707300000000000040e+00
5.720845989999999937e+00,2.744000000000000217e+00
9.628641700000000192e-01,1.680199999999999916e+00
6.460047280000000391e+00,1.979000000000000092e+00
9.299061699999999764e-01,1.743000000000000105e+00
4.115855139999999857e+00,1.485800000000000010e+00
3.387863899999999973e+01,6.193999999999999950e+00
4.235200389999999970e+01,7.772999999999999687e+00
1.488776649999999968e+01,4.980999999999999872e+00
4.521586140000000142e+00,3.470200000000000173e+00
9.336481409999999315e+00,2.544900000000000162e+00
8.129998580000000530e+00,2.149199999999999999e+00
3.151779463000000092e+01,7.634000000000000341e+00
1.010773788999999923e+01,3.827999999999999847e+00
7.891608799999999535e-01,9.267999999999999572e-01
1.187457664000000079e+01,1.979700000000000015e+00
1.096469948000000016e+02,6.567999999999999616e+00
1.564588655999999922e+01,3.959000000000000075e+00
6.264047739999999642e+00,2.390000000000000124e+00
2.319858520000000013e+01,9.820999999999999730e+00
5.777212590000000425e+00,2.462000000000000188e+00
2.440043779999999884e+01,2.987000000000000099e+00
9.351158600000000209e-01,1.617199999999999971e+00
1.341556420000000083e+00,1.646200000000000108e+00
5.317440160000000304e+00,2.933100000000000041e+00
1.010575764000000021e+01,2.013799999999999812e+00
6.650259400000000376e-01,1.754199999999999982e+00
1.329955502999999908e+02,7.435999999999999943e+00
2.215712959999999843e+00,1.821099999999999941e+00
3.351840409999999881e+00,1.985500000000000043e+00
4.768310330000000263e+00,3.236299999999999955e+00
4.461675100000000072e+01,7.831000000000000405e+00
3.401656169999999868e+00,1.961699999999999999e+00
1.400948630999999978e+01,3.399000000000000021e+00
2.757221440000000001e+01,5.256000000000000227e+00
2.128216210000000164e+00,3.145999999999999908e+00
6.002548290000000009e+00,4.162799999999999834e+00
1.144865822999999949e+01,4.953000000000000291e+00
4.496860660000000287e+00,1.730599999999999916e+00
1.766789509999999952e+00,1.334500000000000020e+00
9.161422999999999650e-01,1.155499999999999972e+00
1.877878539999999985e+00,2.390000000000000124e+00
2.475438490000000158e+01,3.390000000000000124e+00
7.661394459999999640e+01,1.022000000000000064e+01
1.289590180000000030e+00,1.354100000000000081e+00
6.340029999999999832e-01,9.206999999999999629e-01
3.009124910000000153e+00,2.228000000000000203e+00
7.063219270000000272e+00,2.411000000000000032e+00
5.949690089999999998e+01,5.403999999999999915e+00
1.157890925999999965e+01,2.720699999999999896e+00
1.639926460999999946e+01,3.410800000000000054e+00
4.052898849999999698e+01,1.060399999999999920e+01
3.575514290000000095e+00,2.363999999999999879e+00
1.362051120000000139e+02,5.567999999999999616e+00
2.941942959999999996e+00,2.056000000000000050e+00
1.332191461000000032e+01,6.213000000000000078e+00
7.699944659999999885e+00,4.432000000000000384e+00
4.774660429999999955e+00,3.803999999999999826e+00
2.164570589999999850e+00,1.286200000000000010e+00
1.574090320000000043e+00,1.579599999999999893e+00
6.756503999999999843e-01,1.826100000000000056e+00
2.587309139999999985e+01,5.084999999999999964e+00
8.436398289999999633e+00,3.245099999999999874e+00
1.873577127000000075e+01,3.035600000000000076e+00
2.026420230000000089e+01,4.663999999999999702e+00
7.441361020000000437e+00,4.554000000000000270e+00
3.446212500000000123e+00,2.100999999999999979e+00
2.005414290000000044e+00,1.933999999999999941e+00
1.311558910000000022e+00,1.919000000000000039e+00
1.291233080000000033e+00,1.854999999999999982e+00
1.065275053999999955e+01,2.684000000000000163e+00
3.300408179999999803e+00,4.461999999999999744e+00
5.308739779999999797e+00,3.017999999999999794e+00
7.409263600000000061e-01,1.016299999999999981e+00
1.195401876000000030e+01,2.656000000000000139e+00
8.818426299999999607e-01,1.311700000000000088e+00
1.031282204000000036e+01,2.013799999999999812e+00
1.378109470999999964e+01,2.318799999999999972e+00
2.308902240999999833e+01,1.701200000000000045e+00
1.031082319999999974e+01,5.616999999999999993e+00
2.538417499999999905e+01,3.576000000000000068e+00
1.635834819999999823e+01,9.858000000000000540e+00
1.390935439999999979e+01,6.764999999999999680e+00
1.536260520000000085e+01,3.736000000000000210e+00
2.888785830000000221e+00,2.976999999999999869e+00
6.739682890000000093e+00,4.182999999999999829e+00
2.279523360000000221e+00,1.620200000000000085e+00
1.228547179999999983e+01,2.995999999999999996e+00
5.536093679999999573e+00,2.294200000000000017e+00
2.095699850000000097e+01,3.492999999999999883e+00
3.763338679999999670e+01,4.490000000000000213e+00
9.925323360000000150e+01,7.208000000000000185e+00
1.577111067000000055e+01,5.057400000000000340e+00
1.570659976000000029e+02,8.128899999999999793e+00
6.480213799999999580e+00,3.270000000000000018e+00
5.440996119999999792e+01,9.314000000000000057e+00
1.514089159999999978e+01,4.358999999999999986e+00
2.443585430000000169e+00,1.852000000000000091e+00
3.937667859999999909e+00,4.655000000000000249e+00
3.784750700000000023e+00,2.923999999999999932e+00
1.822060240000000064e+01,5.108999999999999986e+00
4.744971340000000026e+01,1.067500000000000071e+01
2.788179299999999916e+00,3.396999999999999797e+00
4.138276839999999623e+00,3.448999999999999844e+00
1.638652519999999946e+00,1.951999999999999957e+00
6.790098109999999743e+00,6.078657599999999661e+00
3.254277740000000030e+00,2.990299999999999958e+00
9.135148160000001383e+01,8.707000000000000739e+00
9.066876130000000700e+00,3.380999999999999783e+00
1.120058855000000086e+01,4.562000000000000277e+00
2.033874829999999800e+00,3.096999999999999975e+00
5.194927469999999659e+00,3.166999999999999815e+00
1.593144120000000008e+01,2.435000000000000053e+00
2.822741299999999853e+01,5.782000000000000028e+00
1.162904158999999993e+01,2.970000000000000195e+00
2.007087569999999843e+01,6.354000000000000092e+00
2.997929259999999818e+00,4.397999999999999687e+00
7.648635200000000189e-01,1.159999999999999920e+00
3.107626840000000001e+00,2.361000000000000210e+00
7.010632400000000430e+00,3.068799999999999972e+00
6.086628000000000327e+01,4.530000000000000249e+00
8.611608850000000359e+01,6.057999999999999829e+00
3.614603320000000064e+00,3.226999999999999869e+00
1.318293290000000084e+01,3.593999999999999861e+00
3.515754920000000006e+00,1.381000000000000005e+00
6.364248500000000419e-01,9.469999999999999529e-01
1.495151300000000072e+00,3.430000000000000160e+00
2.035047039999999896e+01,7.224999999999999645e+00
2.247659519999999844e+01,3.436999999999999833e+00
4.252170060000000262e+01,5.722999999999999865e+00
2.024143570000000114e+00,2.527299999999999880e+00
4.761705899999999936e+00,3.306099999999999817e+00
4.180850310000000292e+01,7.796999999999999709e+00
6.699588509999999886e+00,2.830999999999999961e+00
6.913173200000000129e+00,4.730000000000000426e+00
1.860520460000000043e+01,6.828999999999999737e+00
2.395539859999999877e+01,3.204000000000000181e+00
2.960990549999999999e+01,7.432999999999999829e+00
1.445403289999999963e+01,7.182999999999999829e+00
1.425632719999999942e+01,4.796000000000000263e+00
9.689807799999999860e-01,1.516999999999999904e+00
1.067615920000000074e+01,4.594000000000000306e+00
4.484943150000000323e+00,2.751999999999999780e+00
1.600747236999999856e+01,1.266999999999999904e+00
2.708239733999999999e+01,5.011899999999999800e+00
2.460500950000000131e+00,1.860999999999999988e+00
5.866012699999999747e+00,3.984999999999999876e+00
2.391070560000000000e+01,4.996000000000000441e+00
4.135929270000000102e+00,2.376999999999999780e+00
8.053379120000000668e+00,5.381999999999999673e+00
4.453424179999999843e+00,3.653999999999999915e+00
9.705693000000000126e+00,7.701999999999999957e+00
1.092948149999999963e+01,5.892999999999999794e+00
2.319415709999999908e+00,1.590999999999999970e+00
8.073940970000000661e+00,2.455000000000000071e+00
5.885273640000000306e+00,1.953100000000000058e+00
1.010463142000000047e+01,2.369000000000000217e+00
3.985950499999999863e+01,7.987000000000000099e+00
3.944207810000000336e+01,7.028999999999999915e+00
8.141601380000000177e+01,1.417500000000000071e+01
2.418101580000000084e+00,2.144000000000000128e+00
3.342030009999999862e+01,5.307000000000000384e+00
1.060052083000000067e+01,4.509000000000000341e+00
6.899678700000000386e-01,1.168800000000000061e+00
5.667466660000000189e+01,5.516000000000000014e+00
1.227057042999999936e+01,3.001999999999999780e+00
1.322747530000000005e+01,6.355999999999999872e+00
2.295062277999999978e+01,4.481399999999999828e+00
4.288247951000000313e+01,9.747099999999999653e+00
5.450915489999999863e+01,5.125000000000000000e+00
3.562255280000000113e+01,4.844999999999999751e+00
4.291366349999999841e+01,5.227000000000000313e+00
4.716079320000000052e+01,4.003000000000000114e+00
4.703204780000000085e+01,5.892000000000000348e+00
4.927667999999999893e+01,3.790000000000000036e+00
1.813737880000000047e+01,3.843999999999999861e+00
5.111047969999999907e+01,7.711999999999999744e+00
4.798691190000000262e+01,5.341999999999999638e+00
6.286946300000000321e+01,6.841999999999999638e+00
3.115882489999999905e+01,5.180299999999999905e+00
7.673245559999999443e+01,6.243000000000000327e+00
2.996328159999999841e+01,2.600000000000000089e+00
2.934938520000000040e+01,4.312999999999999723e+00
6.564910009999999829e+01,7.298000000000000043e+00
2.515933890000000162e+01,5.198000000000000398e+00
3.177875639999999891e+01,8.092999999999999972e+00
5.327841570000000360e+00,4.695999999999999730e+00
3.182764900000000097e+01,1.639000000000000012e+00
3.117483109999999868e+01,3.790000000000000036e+00
4.705684759999999756e+01,5.223200000000000287e+00
8.239830409999999716e+00,5.618999999999999773e+00
3.545530770000000054e+00,4.142999999999999794e+00
1.959061030000000159e+01,6.745000000000000107e+00
2.186346380000000167e+01,3.541999999999999815e+00
1.261196849999999969e+01,6.371999999999999886e+00
3.341605529999999646e+01,8.605000000000000426e+00
1.629512589999999861e+01,3.677999999999999936e+00
3.638989529999999917e+00,2.251999999999999780e+00
1.160448809999999931e+01,3.408999999999999808e+00
3.813033240000000035e+01,6.530000000000000249e+00
1.442735088000000054e+01,4.857000000000000206e+00
3.643378669999999886e+01,4.387999999999999901e+00
8.217519699999999716e+01,8.663999999999999702e+00
1.035857039000000057e+01,2.576999999999999957e+00
1.155532445000000052e+01,3.499000000000000110e+00
2.608412119999999845e+01,6.141000000000000014e+00
1.453260545999999920e+01,2.421199999999999797e+00
1.729367080000000056e+00,1.744199999999999973e+00
4.180048079999999722e+00,2.447900000000000187e+00
5.184688984000000289e+01,4.776900000000000368e+00
2.212708849999999927e+01,4.472000000000000419e+00
5.942286029999999997e+00,2.169000000000000039e+00
1.225384348000000045e+01,2.373000000000000220e+00
9.508487100000001746e+00,4.371999999999999886e+00
3.045444180000000145e+01,6.895999999999999908e+00
1.991588630000000038e+01,6.190999999999999837e+00
5.464936790000000144e+01,7.961999999999999744e+00
7.319452939999999685e+00,4.881000000000000227e+00
3.580071120000000207e+01,8.218999999999999417e+00
3.981883200000000045e+01,1.075699999999999967e+01
6.158286659999999912e+00,6.328999999999999737e+00
8.229286500000000615e+01,7.048000000000000043e+00
2.919899218999999846e+01,5.122700000000000031e+00
5.532913990000000126e+01,6.918000000000000149e+00
1.600191598000000113e+02,5.472000000000000419e+00
9.243697799999999631e+01,6.432000000000000384e+00
1.658603289999999930e+01,7.043000000000000149e+00
6.156976499999999675e+01,9.750000000000000000e+00
1.675250769999999889e+01,3.173999999999999932e+00
1.502197840000000006e+01,5.067999999999999616e+00
9.107862400000000491e+01,1.030400000000000027e+01
8.527245899999999779e+01,1.331000000000000050e+01
6.465891659999999774e+01,7.709999999999999964e+00
8.741923610000000622e+00,4.235000000000000320e+00
4.805068779999999862e+01,7.998999999999999666e+00
4.420184019999999947e+01,4.948999999999999844e+00
4.942798530000000135e+00,3.315382800000000074e+00
3.428063059999999940e+00,2.416999999999999815e+00
7.381980210000000042e+00,3.115200000000000191e+00
1.256096617999999943e+01,3.764699999999999935e+00
3.082610430000000079e+01,5.913999999999999702e+00
6.372092999999999847e+02,1.341000000000000014e+01
1.503306229999999921e+01,6.325999999999999623e+00
1.455656180000000077e+01,4.554000000000000270e+00
4.170840630000000004e+01,8.567000000000000171e+00
9.616956899999999564e+01,7.496000000000000441e+00
8.230391400000000601e+01,1.540399999999999991e+01
3.086097829999999931e+01,4.216000000000000192e+00
1.403287749999999967e+01,6.684000000000000163e+00
1.605054640000000177e+01,3.170999999999999819e+00
2.070571530000000138e+01,9.678000000000000824e+00
2.543378639999999891e+01,6.514000000000000234e+00
1.522895514000000006e+01,2.596699999999999786e+00
2.467458243999999823e+01,3.264800000000000146e+00
8.470413899999999785e+01,1.039300000000000068e+01
2.323855869999999868e+01,8.432000000000000384e+00
2.035972200000000143e+01,2.093999999999999861e+00
1.608845196999999985e+02,1.087710000000000043e+01
2.178320145000000139e+02,2.069259999999999877e+01
1.051419714999999933e+01,3.993199999999999861e+00
2.143120438999999919e+02,1.629380000000000095e+01
7.259322599999999959e+00,6.139400000000000190e+00
5.546081090000000380e+00,2.750971100000000114e+00
5.111754699999999652e+00,3.281000000000000139e+00
9.631025799999999748e+00,5.254999999999999893e+00
2.407990471999999897e+02,1.666600000000000037e+01
1.820795834999999840e+01,3.796499999999999986e+00
8.825537289999999757e+01,4.538999999999999702e+00
6.535536100000000070e-01,1.629999999999999893e+00
4.714843239999999724e+01,3.134700000000000042e+00
1.847892740000000034e+00,1.890400000000000080e+00
9.387502199999999686e-01,1.356800000000000006e+00
7.096720870000000048e+01,6.962299999999999933e+00
2.416601490000000130e+00,1.969899999999999984e+00
3.908634569999999808e+00,1.770399999999999974e+00
1.601308989999999994e+02,1.377500000000000036e+01
1.791109969999999940e+00,2.091699999999999893e+00
5.339056059999999881e+00,1.641499999999999959e+00
1.887022157000000178e+01,3.140400000000000080e+00
4.690264309999999881e+01,3.926400000000000112e+00
2.590395800000000026e+00,2.088000000000000078e+00
5.323533499999999918e+00,2.713999999999999968e+00
9.207563399999999731e+00,3.365000000000000213e+00
1.138548209999999949e+00,2.148200000000000109e+00
1.093665850000000050e+00,1.439899999999999958e+00
3.085444219999999973e+02,1.850300000000000011e+01
5.716687870000000338e+00,1.969999999999999973e+00
1.389440219999999897e+02,1.061100000000000065e+01
3.647515619999999785e+02,1.305700000000000038e+01
1.444452340000000001e+00,9.752999999999999448e-01
1.751389200000000130e+02,1.076699999999999946e+01
1.333032469999999989e+02,7.341999999999999638e+00
3.304055089999999950e+01,3.361299999999999955e+00
6.230268769999999989e+01,7.509000000000000341e+00
2.054981839999999949e+01,5.548399999999999999e+00
3.932766270000000119e+00,2.940300000000000136e+00
9.919376930000000314e+00,4.325999999999999623e+00
1.254132302000000010e+02,2.324100000000000055e+00
8.406930680000000322e+00,1.866000000000000103e+00
3.951166349999999827e+00,2.565999999999999837e+00
2.892239979999999822e+00,2.520999999999999908e+00
5.992732649999999772e+00,2.650199999999999889e+00
5.101106660000000126e+00,2.657000000000000028e+00
6.967049259999999578e+00,3.729999999999999982e+00
1.688115999999999985e+02,6.610000000000000320e+00
1.636923360000000116e+02,6.852999999999999758e+00
