t,f,df
4.716691475610496127e+02,1.000562310218811035e+00,2.776164910756051540e-04
4.716895817708063987e+02,9.995083808898925781e-01,2.775237371679395437e-04
4.717100158806351828e+02,9.998241066932678223e-01,2.775440807454288006e-04
4.717508844005424180e+02,9.999861717224121094e-01,2.776042383629828691e-04
4.717713185106040328e+02,1.000310540199279785e+00,2.776260662358254194e-04
4.718121869309907197e+02,9.998767971992492676e-01,2.775642788037657738e-04
4.718326211413004785e+02,1.000294923782348633e+00,2.776163164526224136e-04
4.718530554516910342e+02,1.000464677810668945e+00,2.776489709503948689e-04
4.718734895621601027e+02,1.000042676925659180e+00,2.775882312562316656e-04
4.718939237727026921e+02,9.995836615562438965e-01,2.776168403215706348e-04
4.719143580833260785e+02,1.000174164772033691e+00,2.775829343590885401e-04
4.719347921940352535e+02,1.000134468078613281e+00,2.776085166260600090e-04
4.719552264048252255e+02,1.000156402587890625e+00,2.775317989289760590e-04
4.721187001939324546e+02,1.000221729278564453e+00,2.775093598756939173e-04
4.721391343054128811e+02,1.001269459724426270e+00,2.776681212708353996e-04
4.721595686169894179e+02,1.000603318214416504e+00,2.776465553324669600e-04
4.721800028286452289e+02,1.000102400779724121e+00,2.775808097794651985e-04
4.722208712521678535e+02,9.999015927314758301e-01,2.776030160021036863e-04
4.722413054640564951e+02,1.000446200370788574e+00,2.776176843326538801e-04
4.722617395760098589e+02,1.000287652015686035e+00,2.774952736217528582e-04
4.722821738880447811e+02,1.000286102294921875e+00,2.775590983219444752e-04
4.723230422123597236e+02,1.000380158424377441e+00,2.775984467007219791e-04
4.723434765246274765e+02,1.000266671180725098e+00,2.775537432171404362e-04
4.723639107369745034e+02,1.000671505928039551e+00,2.776002511382102966e-04
4.723843448493935284e+02,1.000771284103393555e+00,2.776080218609422445e-04
4.724047791619013879e+02,1.000035881996154785e+00,2.775375323835760355e-04
4.724252133744885214e+02,1.000358581542968750e+00,2.775590110104531050e-04
4.724660817998737912e+02,9.997938275337219238e-01,2.775049069896340370e-04
4.724865160126864794e+02,1.000190615653991699e+00,2.775508619379252195e-04
4.725069503255799646e+02,1.000356793403625488e+00,2.775463799480348825e-04
4.725273844385446864e+02,1.000343084335327148e+00,2.775564498733729124e-04
4.725478186515829293e+02,1.000298500061035156e+00,2.775985340122133493e-04
4.725682528646939318e+02,1.000020623207092285e+00,2.775590110104531050e-04
4.725886870778995217e+02,1.000361800193786621e+00,2.774819440674036741e-04
4.726091212911705952e+02,9.999653100967407227e-01,2.775668399408459663e-04
4.726295556045151898e+02,9.997740983963012695e-01,2.775484172161668539e-04
4.726499897179382970e+02,1.000398159027099609e+00,2.775833418127149343e-04
4.726908582450269023e+02,1.000309348106384277e+00,2.775852626655250788e-04
4.727112923586682882e+02,9.996770620346069336e-01,2.775187895167618990e-04
4.727317265724050230e+02,1.000315427780151367e+00,2.775968750938773155e-04
4.727521608862152789e+02,1.000139594078063965e+00,2.775508910417556763e-04
4.727725950000967714e+02,9.996906518936157227e-01,2.775806642603129148e-04
4.727930292140517849e+02,1.000396370887756348e+00,2.776143373921513557e-04
4.728134635280875955e+02,1.000594496726989746e+00,2.776223991531878710e-04
4.728338976421946427e+02,1.000485777854919434e+00,2.775815955828875303e-04
4.728543318563897628e+02,1.000542044639587402e+00,2.775586035568267107e-04
4.728747661706438521e+02,1.000273823738098145e+00,2.775960601866245270e-04
4.729156344993971288e+02,1.000130534172058105e+00,2.775448665488511324e-04
4.729360688138840487e+02,1.000505089759826660e+00,2.776282781269401312e-04
4.729565030284502427e+02,1.000723361968994141e+00,2.776033943518996239e-04
4.729973714578009094e+02,1.000280022621154785e+00,2.775649190880358219e-04
4.730178056725926581e+02,1.000385522842407227e+00,2.776086621452122927e-04
4.730382397874564049e+02,1.000403761863708496e+00,2.775652683340013027e-04
4.730586741023871582e+02,1.001024723052978516e+00,2.775734756141901016e-04
4.730791083174044616e+02,1.000155568122863770e+00,2.775766479317098856e-04
4.730995424324937630e+02,1.000231385231018066e+00,2.774941385723650455e-04
4.731199767476646230e+02,1.000337243080139160e+00,2.775512693915516138e-04
4.731404109629002050e+02,1.000858306884765625e+00,2.775698085315525532e-04
4.731608450782077853e+02,9.999886751174926758e-01,2.775425091385841370e-04
4.731812793935969239e+02,1.000396370887756348e+00,2.775428292807191610e-04
4.732017136090653366e+02,1.000008940696716309e+00,2.774817403405904770e-04
4.732221477245984715e+02,1.000349402427673340e+00,2.775913453660905361e-04
4.732425820402058889e+02,1.000693202018737793e+00,2.775588072836399078e-04
4.732834503716585459e+02,1.000419616699218750e+00,2.775753091555088758e-04
4.733038846874842420e+02,1.000413537025451660e+00,2.775357570499181747e-04
4.733243189033964882e+02,1.000363111495971680e+00,2.775404718704521656e-04
4.733447530193807324e+02,1.000551700592041016e+00,2.775969624053686857e-04
4.733651873354319832e+02,1.000008463859558105e+00,2.775448083411902189e-04
4.734060556677650311e+02,1.000222206115722656e+00,2.775285101961344481e-04
4.734469242003979161e+02,1.000631690025329590e+00,2.775464963633567095e-04
4.734673585168129648e+02,1.000205516815185547e+00,2.775889006443321705e-04
4.735082268498881604e+02,1.000029802322387695e+00,2.775484754238277674e-04
4.735286611665360397e+02,1.000051736831665039e+00,2.775586908683180809e-04
4.735490952832478797e+02,1.000318408012390137e+00,2.775149769149720669e-04
4.735695295000405167e+02,1.000645399093627930e+00,2.775490575004369020e-04
4.735899638169066748e+02,1.000511407852172852e+00,2.776056062430143356e-04
4.736103979338440695e+02,1.000007748603820801e+00,2.775409084279090166e-04
4.736308321508477093e+02,1.000223040580749512e+00,2.775622415356338024e-04
4.736512664679321460e+02,1.000694751739501953e+00,2.775834000203758478e-04
4.736717005850878195e+02,1.000411152839660645e+00,2.775377943180501461e-04
4.736921348023242899e+02,9.999648332595825195e-01,2.775179746095091105e-04
4.737125691196197295e+02,1.000209808349609375e+00,2.775763568934053183e-04
4.737534374544411548e+02,1.000510931015014648e+00,2.775670145638287067e-04
4.737738717719621491e+02,1.000015497207641602e+00,2.775209432002156973e-04
4.737943059895478655e+02,1.000356435775756836e+00,2.775710308924317360e-04
4.738147401072128559e+02,1.000908255577087402e+00,2.776200999505817890e-04
4.738351744249521289e+02,1.000073313713073730e+00,2.774809545371681452e-04
4.738556086427706759e+02,1.000118851661682129e+00,2.775442553684115410e-04
4.738760427606466692e+02,9.999413490295410156e-01,2.774701570160686970e-04
4.738964770785896690e+02,1.000600934028625488e+00,2.775279572233557701e-04
4.739169112966264947e+02,9.999049305915832520e-01,2.775017346721142530e-04
4.739373454147062148e+02,1.000362396240234375e+00,2.775852626655250788e-04
4.739577797328674933e+02,1.000360488891601562e+00,2.775319444481283426e-04
4.739782139511225978e+02,1.000841736793518066e+00,2.776106121018528938e-04
4.739986480694351485e+02,1.000711441040039062e+00,2.776090987026691437e-04
4.740190823878001538e+02,1.000493407249450684e+00,2.775515604298561811e-04
4.740395165062582237e+02,1.000591874122619629e+00,2.775705943349748850e-04
4.740803850433876505e+02,1.000454902648925781e+00,2.774848253466188908e-04
4.741008191620494472e+02,1.000431299209594727e+00,2.775056054815649986e-04
4.741212533807847649e+02,1.000342488288879395e+00,2.774738240987062454e-04
4.741621219184817164e+02,1.000042676925659180e+00,2.775242028292268515e-04
4.741825560374345514e+02,1.000471353530883789e+00,2.775153552647680044e-04
4.742029903564689448e+02,1.000566601753234863e+00,2.775317989289760590e-04
4.742642930139627424e+02,1.000130057334899902e+00,2.775329630821943283e-04
4.743051615526565001e+02,1.000323653221130371e+00,2.775460598058998585e-04
4.743255956720968243e+02,9.998896718025207520e-01,2.775354660116136074e-04
4.743460298916033935e+02,1.000092625617980957e+00,2.775124157778918743e-04
4.743664642111980356e+02,9.999849200248718262e-01,2.775181783363223076e-04
4.743868983308566385e+02,1.000298619270324707e+00,2.775743778329342604e-04
4.744073325505814864e+02,1.000599265098571777e+00,2.775456232484430075e-04
4.744277668703944073e+02,1.000310182571411133e+00,2.775590983219444752e-04
4.744482009902567370e+02,1.000572443008422852e+00,2.775006287265568972e-04
4.744686352101998636e+02,1.000578761100769043e+00,2.774945169221609831e-04
4.744890695302019594e+02,1.000194072723388672e+00,2.774949534796178341e-04
4.745095036502825678e+02,1.000110626220703125e+00,2.775619213934987783e-04
4.745299378704294213e+02,1.000202059745788574e+00,2.773865708149969578e-04
4.745503721906643477e+02,1.000527858734130859e+00,2.774489403236657381e-04
4.745708063109341310e+02,1.000161767005920410e+00,2.775524626486003399e-04
4.745912405312992632e+02,1.000414252281188965e+00,2.774268214125186205e-04
4.746116748517379165e+02,1.000203847885131836e+00,2.774858439806848764e-04
4.746321090722267400e+02,9.999211430549621582e-01,2.774092718027532101e-04
4.746525431927802856e+02,9.999317526817321777e-01,2.774886961560696363e-04
4.746729775134226657e+02,1.000101447105407715e+00,2.774213207885622978e-04
4.746934116341144545e+02,1.000058174133300781e+00,2.774781896732747555e-04
4.747138458549015922e+02,9.999598860740661621e-01,2.774342137854546309e-04
4.747342801757476991e+02,9.999749660491943359e-01,2.774472523014992476e-04
4.747547142966432148e+02,1.000040888786315918e+00,2.774436434265226126e-04
4.748160169597831555e+02,1.000310778617858887e+00,2.774469030555337667e-04
4.748364511809777468e+02,1.000077605247497559e+00,2.773407904896885157e-04
4.748568855022458592e+02,1.000032782554626465e+00,2.774383756332099438e-04
4.748773196235633804e+02,9.995980262756347656e-01,2.773824962787330151e-04
4.748977538449471467e+02,9.998367428779602051e-01,2.775308093987405300e-04
4.749181881664189859e+02,1.000019073486328125e+00,2.774519671220332384e-04
4.749386222879402339e+02,1.000097393989562988e+00,2.773629094008356333e-04
4.749590565095277270e+02,1.000109672546386719e+00,2.775218454189598560e-04
4.749794908312032931e+02,1.000892996788024902e+00,2.774771419353783131e-04
4.749999250529290293e+02,1.000495076179504395e+00,2.768491976894438267e-04
4.762872777560405666e+02,9.998782873153686523e-01,2.763388329185545444e-04
4.763077118819783209e+02,1.000173807144165039e+00,2.771375002339482307e-04
4.763485804340380128e+02,9.998208880424499512e-01,2.769756538327783346e-04
4.763690145601722179e+02,1.000279784202575684e+00,2.772105508483946323e-04
4.763894488863443257e+02,1.000022649765014648e+00,2.771095896605402231e-04
4.764098831126029836e+02,1.000081062316894531e+00,2.769920974969863892e-04
4.764303172389190877e+02,9.998439550399780273e-01,2.770516730379313231e-04
4.764507515653021983e+02,9.999024868011474609e-01,2.771702711470425129e-04
4.764711857917500311e+02,1.000402092933654785e+00,2.771899453364312649e-04
4.764916199182480341e+02,9.997571110725402832e-01,2.770841529127210379e-04
4.765120542448130436e+02,1.000375986099243164e+00,2.772432926576584578e-04
4.765324884714500513e+02,9.995716214179992676e-01,2.771282743196934462e-04
4.765529226981379907e+02,9.998441934585571289e-01,2.771791478153318167e-04
4.765733569248914137e+02,1.000822901725769043e+00,2.771851141005754471e-04
4.765937911517030443e+02,1.000023722648620605e+00,2.771310391835868359e-04
4.766142253785947105e+02,1.000488758087158203e+00,2.772297011688351631e-04
4.766346596055373084e+02,1.000275731086730957e+00,2.772338048089295626e-04
4.766550938325381139e+02,1.000356435775756836e+00,2.772328734863549471e-04
4.766755280596044031e+02,1.000015377998352051e+00,2.771808649413287640e-04
4.766959623867369373e+02,9.998484849929809570e-01,2.771614235825836658e-04
4.767163965139261563e+02,9.995192289352416992e-01,2.771778090391308069e-04
4.767368307411670685e+02,1.000415802001953125e+00,2.773003361653536558e-04
4.767572650685033295e+02,1.000188112258911133e+00,2.771727158688008785e-04
4.767776991958671715e+02,1.000470638275146484e+00,2.772994921542704105e-04
4.767981334232972586e+02,1.000372052192687988e+00,2.772391017060726881e-04
4.768185676507928292e+02,1.000355958938598633e+00,2.771967265289276838e-04
