t,f,df
4.860139763469851459e+02,1.000082492828369141e+00,2.768469857983291149e-04
4.860344106947813998e+02,1.000410318374633789e+00,2.770172432065010071e-04
4.860548449425696163e+02,1.000999689102172852e+00,2.770843857433646917e-04
4.860752790904225549e+02,1.000206947326660156e+00,2.769799611996859312e-04
4.860957134382770164e+02,1.000514864921569824e+00,2.770230057649314404e-04
4.861161475861299550e+02,1.000433206558227539e+00,2.769957645796239376e-04
4.861365818340927945e+02,1.000904917716979980e+00,2.770163991954177618e-04
4.861570161820054636e+02,1.000830054283142090e+00,2.769497805275022984e-04
4.861774503299748176e+02,1.000506281852722168e+00,2.769964048638939857e-04
4.861978845779958647e+02,9.999431371688842773e-01,2.769977145362645388e-04
4.862183189259667415e+02,1.000944375991821289e+00,2.770417777355760336e-04
4.862387531740532722e+02,1.000197649002075195e+00,2.769352286122739315e-04
4.862591873221317655e+02,9.999817013740539551e-01,2.769737620837986469e-04
4.862796216702190577e+02,1.000078320503234863e+00,2.769674756564199924e-04
4.863000559183565201e+02,1.000972867012023926e+00,2.770189021248370409e-04
4.863204900665004971e+02,9.998196363449096680e-01,2.769966085907071829e-04
4.863409244147042045e+02,1.000538110733032227e+00,2.769529819488525391e-04
4.863613586628998746e+02,9.997003078460693359e-01,2.769762068055570126e-04
4.863817930111617898e+02,1.000266194343566895e+00,2.770211140159517527e-04
4.864022271594221820e+02,1.000312805175781250e+00,2.769407292362302542e-04
4.864226614077342674e+02,1.000506401062011719e+00,2.769348211586475372e-04
4.864430957560543902e+02,1.000433087348937988e+00,2.769956481643021107e-04
4.864635299044311978e+02,1.000540256500244141e+00,2.769582206383347511e-04
4.864839641528014909e+02,1.000829935073852539e+00,2.769767888821661472e-04
4.865043985011798213e+02,1.000813364982604980e+00,2.769717248156666756e-04
4.865248326496148366e+02,1.000874400138854980e+00,2.769776619970798492e-04
4.865452668981015449e+02,1.000745892524719238e+00,2.769318234641104937e-04
4.865657012465962907e+02,9.999725818634033203e-01,2.769393904600292444e-04
4.865861353950895136e+02,1.000569820404052734e+00,2.769955026451498270e-04
4.866065696436344297e+02,1.000748157501220703e+00,2.769996062852442265e-04
4.866474381407970213e+02,1.000477790832519531e+00,2.769494312815368176e-04
4.866678723894001450e+02,1.000450491905212402e+00,2.769550774246454239e-04
4.866883067380113062e+02,1.000510931015014648e+00,2.769874990917742252e-04
4.867087409866799135e+02,1.000101447105407715e+00,2.769118873402476311e-04
4.867496094841262675e+02,1.000930786132812500e+00,2.769964630715548992e-04
4.867700436328523210e+02,9.993790984153747559e-01,2.768354606814682484e-04
4.868109122304158518e+02,9.996858239173889160e-01,2.768966951407492161e-04
4.868313463792583207e+02,1.000414133071899414e+00,2.769665152300149202e-04
4.868517807280950365e+02,1.000154733657836914e+00,2.768858685158193111e-04
4.868722149769964744e+02,1.000363111495971680e+00,2.769755665212869644e-04
4.868926491258971510e+02,1.000196099281311035e+00,2.768667181953787804e-04
4.869130834747920744e+02,1.000312447547912598e+00,2.769302809610962868e-04
4.869335177237517200e+02,1.000243306159973145e+00,2.769106649793684483e-04
4.869539518727106042e+02,1.000328660011291504e+00,2.769482962321490049e-04
4.869743862217219430e+02,1.000383973121643066e+00,2.768972190096974373e-04
4.869948204707397963e+02,1.000609517097473145e+00,2.769497514236718416e-04
4.870152546197568881e+02,1.000079751014709473e+00,2.768804260995239019e-04
4.870356889688846422e+02,1.000322937965393066e+00,2.768943086266517639e-04
4.870765574670949718e+02,9.995631575584411621e-01,2.768277190625667572e-04
4.870969917162219645e+02,1.000061750411987305e+00,2.769287093542516232e-04
4.871378602146069170e+02,1.000455737113952637e+00,2.768876438494771719e-04
4.871582944637921173e+02,1.000138401985168457e+00,2.769101120065897703e-04
4.871787287130428012e+02,9.997795820236206055e-01,2.768761478364467621e-04
4.871991629623516928e+02,1.000326395034790039e+00,2.767914847936481237e-04
4.872195973116540699e+02,1.000200748443603516e+00,2.768358681350946426e-04
4.872400314609039924e+02,1.000290274620056152e+00,2.769077254924923182e-04
4.873013342090562219e+02,1.000392556190490723e+00,2.768407284747809172e-04
4.873830713068018667e+02,1.000276207923889160e+00,2.767908154055476189e-04
4.874035055563435890e+02,1.000187754631042480e+00,2.768081612884998322e-04
4.874239397058845498e+02,1.000886678695678711e+00,2.768919221125543118e-04
4.874443740554270335e+02,9.999703764915466309e-01,2.769154089037328959e-04
4.874648083050196874e+02,9.997954368591308594e-01,2.768161648418754339e-04
4.874852424546188558e+02,1.000024795532226562e+00,2.768921840470284224e-04
4.875056768042122712e+02,1.000834226608276367e+00,2.768875565379858017e-04
4.875261109538696473e+02,1.000031352043151855e+00,2.768480335362255573e-04
4.875465452035277849e+02,1.000003576278686523e+00,2.768918930087238550e-04
4.875669795532448916e+02,1.000019073486328125e+00,2.768750418908894062e-04
4.875874138029539608e+02,1.000180959701538086e+00,2.768951817415654659e-04
4.876078479526695446e+02,1.000210285186767578e+00,2.768458798527717590e-04
4.876282823024375830e+02,1.000101566314697266e+00,2.768510603345930576e-04
4.876487165522121359e+02,1.000529050827026367e+00,2.768824342638254166e-04
4.876691507020441350e+02,1.000273108482360840e+00,2.768472186289727688e-04
4.876895850518776570e+02,9.996331930160522461e-01,2.768399135675281286e-04
4.877100193017031415e+02,1.000290393829345703e+00,2.768493141047656536e-04
4.877304534515933483e+02,1.000365734100341797e+00,2.768831618595868349e-04
4.877508878014778020e+02,1.000507712364196777e+00,2.769108978100121021e-04
4.877713220514269779e+02,1.000017404556274414e+00,2.768510894384235144e-04
4.877917564013187075e+02,9.997394680976867676e-01,2.768254489637911320e-04
4.878121905513253296e+02,9.999434947967529297e-01,2.768879639916121960e-04
4.878326248012672295e+02,1.000360131263732910e+00,2.768776321318000555e-04
4.878530591512753745e+02,1.000150084495544434e+00,2.768591220956295729e-04
4.878734933013329282e+02,1.000058174133300781e+00,2.768478298094123602e-04
4.878939275513985194e+02,9.996879100799560547e-01,2.768832782749086618e-04
4.879347960515297018e+02,1.000096797943115234e+00,2.768879348877817392e-04
4.879552303016462247e+02,1.000386595726013184e+00,2.768676204141229391e-04
4.879756646517707850e+02,1.000383973121643066e+00,2.768615086097270250e-04
4.879960988019447541e+02,9.999103546142578125e-01,2.768326667137444019e-04
4.880165330521267606e+02,1.000354886054992676e+00,2.769160782918334007e-04
4.880369674023095286e+02,1.000145554542541504e+00,2.768678823485970497e-04
4.880574016525424668e+02,9.997990727424621582e-01,2.768487902358174324e-04
4.880982701530228951e+02,1.000158667564392090e+00,2.767817350104451180e-04
4.881187043033132795e+02,9.996756911277770996e-01,2.768011472653597593e-04
4.881391385536117014e+02,9.994474649429321289e-01,2.767741680145263672e-04
4.881595729039690923e+02,1.000464439392089844e+00,2.768334234133362770e-04
4.881800070543249603e+02,9.998217821121215820e-01,2.768848498817533255e-04
4.882004413046743139e+02,9.997333288192749023e-01,2.768374397419393063e-04
4.882208756550899125e+02,9.998810887336730957e-01,2.767857222352176905e-04
4.882413098054385046e+02,1.000082969665527344e+00,2.768441045191138983e-04
4.882617441559123108e+02,9.999850988388061523e-01,2.768225385807454586e-04
4.882821784063271480e+02,9.998524188995361328e-01,2.768354315776377916e-04
4.883026125567994313e+02,9.997900128364562988e-01,2.768194244708865881e-04
4.883230469072659616e+02,1.000263690948486328e+00,2.767904952634125948e-04
4.883434811577972141e+02,9.998657703399658203e-01,2.768403792288154364e-04
4.883639153083204292e+02,9.999498128890991211e-01,2.768288541119545698e-04
4.883843496589106508e+02,1.000072717666625977e+00,2.768751292023807764e-04
4.884047839094419032e+02,1.000128984451293945e+00,2.768904669210314751e-04
4.884252181600240874e+02,9.998413920402526855e-01,2.768331323750317097e-04
4.884456524106717552e+02,9.995873570442199707e-01,2.768131380435079336e-04
4.884660866612612153e+02,9.995354413986206055e-01,2.768057747744023800e-04
4.884865209119016072e+02,9.997887015342712402e-01,2.767793193925172091e-04
4.885069551626074826e+02,9.995475411415100098e-01,2.768182312138378620e-04
4.885273894132551504e+02,9.997972249984741211e-01,2.768118865787982941e-04
4.885478236640119576e+02,9.998022913932800293e-01,2.767958794720470905e-04
4.885682579147178330e+02,9.997965097427368164e-01,2.767689584288746119e-04
4.885886921654819162e+02,1.000500321388244629e+00,2.768757403828203678e-04
4.886091264162387233e+02,9.998335838317871094e-01,2.768134290818125010e-04
4.886295607670035679e+02,9.997778534889221191e-01,2.768232661765068769e-04
4.886499949178250972e+02,9.992820024490356445e-01,2.767600235529243946e-04
4.886704291686401120e+02,1.000435233116149902e+00,2.768795529846101999e-04
4.886908635194631643e+02,9.998064041137695312e-01,2.767921832855790854e-04
4.887112976703429013e+02,1.000090837478637695e+00,2.768284757621586323e-04
4.887317320212168852e+02,1.000109672546386719e+00,2.768689009826630354e-04
4.887521662720973836e+02,9.999567270278930664e-01,2.767698024399578571e-04
4.887726004230353283e+02,1.000069379806518555e+00,2.768146805465221405e-04
4.887930347739675199e+02,1.000062227249145508e+00,2.767745754681527615e-04
4.888134690249062260e+02,1.000171661376953125e+00,2.768340636976063251e-04
4.888339031758441706e+02,9.993015527725219727e-01,2.767744299490004778e-04
4.888543375268345699e+02,9.997842311859130859e-01,2.768461126834154129e-04
4.888747717778314836e+02,1.000176191329956055e+00,2.768137492239475250e-04
4.888952059288858436e+02,9.999011754989624023e-01,2.768281265161931515e-04
4.889156402799344505e+02,9.993292689323425293e-01,2.767763216979801655e-04
4.889360744309888105e+02,9.999129772186279297e-01,2.768060949165374041e-04
4.889565086820439319e+02,9.999880790710449219e-01,2.767523983493447304e-04
4.889973772842640756e+02,9.998071789741516113e-01,2.768126723822206259e-04
4.890178114353766432e+02,1.000087857246398926e+00,2.767976839095354080e-04
4.890382457865416654e+02,9.993551373481750488e-01,2.767803671304136515e-04
4.890586800377132022e+02,1.000135779380798340e+00,2.768150880001485348e-04
4.890791141888839775e+02,9.997465014457702637e-01,2.768202975858002901e-04
4.891199827913369518e+02,9.994912743568420410e-01,2.767922705970704556e-04
4.891404169425659347e+02,1.000034213066101074e+00,2.767973346635699272e-04
4.891608512938473723e+02,9.995104074478149414e-01,2.767883124761283398e-04
4.891812855450771167e+02,9.994379878044128418e-01,2.768058620858937502e-04
4.892017196963643073e+02,9.996901154518127441e-01,2.767919213511049747e-04
4.892221540477039525e+02,9.999154210090637207e-01,2.767794067040085793e-04
4.892425882989919046e+02,1.000079870223999023e+00,2.768024278338998556e-04
4.892630226503315498e+02,9.996865391731262207e-01,2.767856058198958635e-04
4.892834568016769481e+02,9.996920824050903320e-01,2.767627593129873276e-04
4.893038910530813155e+02,9.996790289878845215e-01,2.767824335023760796e-04
4.893243254044791684e+02,9.993703365325927734e-01,2.767562691587954760e-04
4.893447595558827743e+02,9.994800090789794922e-01,2.767710248008370399e-04
4.893651938072871417e+02,9.993627071380615234e-01,2.767269033938646317e-04
4.894060623101468082e+02,9.996451735496520996e-01,2.767318510450422764e-04
4.894673651646444341e+02,9.993245005607604980e-01,2.767154655884951353e-04
4.895082336676787236e+02,9.996785521507263184e-01,2.767392143141478300e-04
4.895286678191987448e+02,9.992229342460632324e-01,2.767460246104747057e-04
4.895491020707777352e+02,9.992811679840087891e-01,2.766881952993571758e-04
4.895695364223502111e+02,1.000002503395080566e+00,2.767855185084044933e-04
4.895899705739866477e+02,9.998259544372558594e-01,2.767686673905700445e-04
4.896104048256238457e+02,9.992739558219909668e-01,2.767071709968149662e-04
4.896308391771963215e+02,1.000039577484130859e+00,2.767529804259538651e-04
4.896512733288909658e+02,9.999246597290039062e-01,2.767520199995487928e-04
4.896921419322170550e+02,9.997141361236572266e-01,2.768069971352815628e-04
4.897125760839116992e+02,9.990128278732299805e-01,2.767063269857317209e-04
4.897330104356078664e+02,9.994332194328308105e-01,2.767258847597986460e-04
4.897534446872959961e+02,9.995669126510620117e-01,2.767734113149344921e-04
4.897943131908032228e+02,9.999936819076538086e-01,2.768168633338063955e-04
4.898147474425495602e+02,9.994000792503356934e-01,2.767220721580088139e-04
4.898556159461732022e+02,9.994255900382995605e-01,2.767531259451061487e-04
4.898760501979777473e+02,9.998235106468200684e-01,2.767413679976016283e-04
4.899169187016013893e+02,9.996958971023559570e-01,2.766844409052282572e-04
4.899373529534641420e+02,9.998624920845031738e-01,2.767156693153083324e-04
4.899577872053341707e+02,9.997360706329345703e-01,2.767679397948086262e-04
4.899782215572049608e+02,9.998887181282043457e-01,2.767197147477418184e-04
4.900190899609951884e+02,9.998687505722045898e-01,2.766892430372536182e-04
4.900395243129241862e+02,9.998977184295654297e-01,2.767014957498759031e-04
4.900599584649025928e+02,9.997657537460327148e-01,2.766934048850089312e-04
4.900803927168308292e+02,9.994849562644958496e-01,2.767104015219956636e-04
4.901008270688180346e+02,1.000147819519042969e+00,2.767548721749335527e-04
4.901212612207964412e+02,9.995333552360534668e-01,2.767044643405824900e-04
4.901416954727828852e+02,9.999125599861145020e-01,2.767195110209286213e-04
4.901621298247700906e+02,9.993978142738342285e-01,2.766732068266719580e-04
4.901825639768067049e+02,9.995262622833251953e-01,2.766842080745846033e-04
4.902029982287931489e+02,9.996883869171142578e-01,2.767124096862971783e-04
4.902234325808967697e+02,1.000025987625122070e+00,2.767084806691855192e-04
4.902438667329333839e+02,9.997414946556091309e-01,2.767260302789509296e-04
4.902643010850370047e+02,9.995729923248291016e-01,2.766944526229053736e-04
4.902847353370816563e+02,9.995296001434326172e-01,2.766210818663239479e-04
4.903051694891764782e+02,9.996055364608764648e-01,2.766961988527327776e-04
4.903256038412800990e+02,9.994254112243652344e-01,2.767078985925763845e-04
4.903460380934411660e+02,9.991284012794494629e-01,2.766807156149297953e-04
4.903664722455941956e+02,9.998328685760498047e-01,2.766724501270800829e-04
4.903869065977560240e+02,9.994095563888549805e-01,2.766929101198911667e-04
4.904073408499170910e+02,1.000144600868225098e+00,2.767101686913520098e-04
4.904277750020701205e+02,9.997408986091613770e-01,2.766943071037530899e-04
4.904482093542319490e+02,9.991899132728576660e-01,2.766519610304385424e-04
4.904686436064512236e+02,9.999901652336120605e-01,2.766871475614607334e-04
4.904890777586624608e+02,9.993453621864318848e-01,2.766640682239085436e-04
4.905095121108824969e+02,9.994651675224304199e-01,2.766823745332658291e-04
4.905299463631599792e+02,9.997724294662475586e-01,2.767330151982605457e-04
4.905503805153712165e+02,9.993234872817993164e-01,2.766919496934860945e-04
4.905708148676494602e+02,9.991258382797241211e-01,2.766849938780069351e-04
4.905912491199269425e+02,9.989393949508666992e-01,2.766147372312843800e-04
4.906116832721963874e+02,9.999449849128723145e-01,2.767076948657631874e-04
4.906321176245328388e+02,9.998497366905212402e-01,2.766536490526050329e-04
4.906525518768103211e+02,9.998455643653869629e-01,2.766973630059510469e-04
4.906729861291387351e+02,9.994819164276123047e-01,2.766363613773137331e-04
4.906934203814744251e+02,9.999373555183410645e-01,2.767191617749631405e-04
4.907138546338101150e+02,9.996492266654968262e-01,2.766608085948973894e-04
4.907342889861974982e+02,1.000102043151855469e+00,2.766933466773480177e-04
4.907547231385324267e+02,9.995011687278747559e-01,2.766349352896213531e-04
4.907751573909190483e+02,9.995329976081848145e-01,2.766483812592923641e-04
4.907955917433137074e+02,9.993911981582641602e-01,2.766630786936730146e-04
4.908160259957658127e+02,9.992786049842834473e-01,2.766302204690873623e-04
4.908568945005463320e+02,9.998100996017456055e-01,2.766818506643176079e-04
4.908773287529984373e+02,9.992491602897644043e-01,2.766944526229053736e-04
4.908977629054425051e+02,9.998534917831420898e-01,2.766951511148363352e-04
4.909181972578953719e+02,9.996315836906433105e-01,2.767081023193895817e-04
4.909386314104049234e+02,9.992889761924743652e-01,2.766910765785723925e-04
4.909590656628570287e+02,9.996123313903808594e-01,2.766916877590119839e-04
4.909999342678711400e+02,9.998199343681335449e-01,2.766336838249117136e-04
4.910203684203734156e+02,9.999638795852661133e-01,2.766842371784150600e-04
4.910612369253940415e+02,9.997099637985229492e-01,2.766831021290272474e-04
4.910816711779625621e+02,1.000028252601623535e+00,2.766612742561846972e-04
4.911021055305245682e+02,9.997881054878234863e-01,2.766800171229988337e-04
4.911225396830923273e+02,9.995949864387512207e-01,2.766524557955563068e-04
4.911429739356535720e+02,9.993908405303955078e-01,2.766533871181309223e-04
4.911634082882228540e+02,9.993069171905517578e-01,2.766635152511298656e-04
4.912042767934108269e+02,9.999058842658996582e-01,2.766833349596709013e-04
4.912247110460375552e+02,9.993367791175842285e-01,2.766175020951777697e-04
4.912451452986642835e+02,9.995031952857971191e-01,2.766042307484894991e-04
4.912860138039686717e+02,9.993435144424438477e-01,2.766643301583826542e-04
4.913064480565954000e+02,9.991834163665771484e-01,2.766349934972822666e-04
4.913268824092738214e+02,9.995856881141662598e-01,2.766473335213959217e-04
4.913473165618997882e+02,9.995911717414855957e-01,2.765996323432773352e-04
4.913677508146429318e+02,9.995353817939758301e-01,2.765954413916915655e-04
4.913881851673213532e+02,9.996863603591918945e-01,2.766162797342985868e-04
4.914086193200055277e+02,1.000385642051696777e+00,2.766639227047562599e-04
4.914290535726904636e+02,9.995262622833251953e-01,2.766005054581910372e-04
4.914494879254270927e+02,9.999752640724182129e-01,2.766484103631228209e-04
4.914699220781694748e+02,9.992942214012145996e-01,2.766289690043777227e-04
4.914903563308544108e+02,9.998473525047302246e-01,2.766083925962448120e-04
4.915107906836492475e+02,9.999610781669616699e-01,2.766737889032810926e-04
4.915312248363916297e+02,9.992995262145996094e-01,2.766332181636244059e-04
4.915516590891347732e+02,9.993258118629455566e-01,2.766093239188194275e-04
4.915925275946719921e+02,9.999173879623413086e-01,2.766338293440639973e-04
4.916129618474733434e+02,1.000368237495422363e+00,2.766760007943958044e-04
4.916333962002681801e+02,9.995716214179992676e-01,2.766307734418660402e-04
4.916538304530695314e+02,9.996613264083862305e-01,2.765725657809525728e-04
4.916742646058701212e+02,9.995431900024414062e-01,2.766297257039695978e-04
4.916946989587231656e+02,9.991665482521057129e-01,2.765905519481748343e-04
4.917355674643840757e+02,9.997839927673339844e-01,2.766132820397615433e-04
4.917560017171781510e+02,9.997792243957519531e-01,2.766069374047219753e-04
4.917764358700369485e+02,9.990158677101135254e-01,2.765981189440935850e-04
4.917968702228972688e+02,9.992513656616210938e-01,2.765496610663831234e-04
4.918173044757495518e+02,9.990926384925842285e-01,2.766154066193848848e-04
4.918377386286665569e+02,9.998674392700195312e-01,2.766440447885543108e-04
4.918581729815268773e+02,9.994732141494750977e-01,2.765905519481748343e-04
4.918786072344373679e+02,9.994568228721618652e-01,2.765899407677352428e-04
4.918990413872961653e+02,9.992352128028869629e-01,2.766005054581910372e-04
4.919194757402146934e+02,9.992250800132751465e-01,2.765936660580337048e-04
4.919399099931251840e+02,9.995456933975219727e-01,2.765206736512482166e-04
4.919603441460421891e+02,9.998055696487426758e-01,2.766247489489614964e-04
4.920012127519294154e+02,9.990959763526916504e-01,2.765633689705282450e-04
4.920216470048471820e+02,9.995613098144531250e-01,2.765757089946419001e-04
4.920420812577649485e+02,9.998559951782226562e-01,2.766324323602020741e-04
4.920625155107336468e+02,9.993359446525573730e-01,2.765813842415809631e-04
4.920829497637096210e+02,9.997631907463073730e-01,2.765930257737636566e-04
4.921033840166855953e+02,9.996338486671447754e-01,2.765838289633393288e-04
4.921238182696542935e+02,9.992343783378601074e-01,2.765473909676074982e-04
4.921442525226302678e+02,1.000085949897766113e+00,2.765943645499646664e-04
4.921851210285749403e+02,9.994283914566040039e-01,2.765292883850634098e-04
4.922055553816098836e+02,9.994016289710998535e-01,2.765398239716887474e-04
4.922259896346367896e+02,9.997512698173522949e-01,2.765862154774367809e-04
4.922668581406469457e+02,9.995291233062744141e-01,2.765796671155840158e-04
4.922872923936811276e+02,9.999891519546508789e-01,2.765388926491141319e-04
4.923077265467072721e+02,9.994629025459289551e-01,2.765818499028682709e-04
4.923281608997422154e+02,9.994994401931762695e-01,2.765543467830866575e-04
4.923485951527691213e+02,9.995110034942626953e-01,2.765228273347020149e-04
4.923690293058025418e+02,9.993396997451782227e-01,2.765376702882349491e-04
4.923894636588956928e+02,9.997217655181884766e-01,2.765439858194440603e-04
4.924098979119298747e+02,9.995655417442321777e-01,2.765333920251578093e-04
4.924303320649560192e+02,9.994580745697021484e-01,2.765828685369342566e-04
4.924507664180491702e+02,9.997623562812805176e-01,2.765264362096786499e-04
4.924712005711407983e+02,9.994294047355651855e-01,2.765662502497434616e-04
4.924916348242259119e+02,1.000019311904907227e+00,2.765719837043434381e-04
4.925120691773190629e+02,1.000155329704284668e+00,2.765554236248135567e-04
4.925325033304106910e+02,9.995689392089843750e-01,2.765241952147334814e-04
4.925529375834958046e+02,9.994314312934875488e-01,2.765424433164298534e-04
4.925733719365889556e+02,9.994362592697143555e-01,2.765169192571192980e-04
4.925938061896740692e+02,9.990469217300415039e-01,2.764716336969286203e-04
4.926142403427656973e+02,9.991844892501831055e-01,2.765212848316878080e-04
4.926551089490094455e+02,9.991825819015502930e-01,2.764350501820445061e-04
4.926959774553033640e+02,9.993277788162231445e-01,2.764423552434891462e-04
4.927164117083884776e+02,9.997876882553100586e-01,2.765048993751406670e-04
4.927368460615398362e+02,9.999517202377319336e-01,2.765334502328187227e-04
4.927777144678402692e+02,9.992022514343261719e-01,2.765513490885496140e-04
4.927981488209843519e+02,9.998676776885986328e-01,2.765397075563669205e-04
4.928185829741341877e+02,9.997657537460327148e-01,2.765435783658176661e-04
4.928390172272775089e+02,9.997670650482177734e-01,2.765007957350462675e-04
4.928594515804870753e+02,9.994823336601257324e-01,2.765223034657537937e-04
4.928798857336369110e+02,9.992241859436035156e-01,2.764754171948879957e-04
4.929003199867802323e+02,9.995044469833374023e-01,2.764771343208849430e-04
4.929207543399897986e+02,9.996886253356933594e-01,2.765156968962401152e-04
4.929411884931396344e+02,1.000172495841979980e+00,2.765552490018308163e-04
4.929820570994925220e+02,9.994819164276123047e-01,2.764399978332221508e-04
4.930024913527013268e+02,1.000008225440979004e+00,2.764821110758930445e-04
4.930433598591116606e+02,9.997347593307495117e-01,2.764781820587813854e-04
4.930637941122622578e+02,9.997833967208862305e-01,2.764591481536626816e-04
4.930842282654630253e+02,1.000018000602722168e+00,2.765137178357690573e-04
4.931046626186725916e+02,9.998294711112976074e-01,2.764947712421417236e-04
4.931455311250829254e+02,9.998822808265686035e-01,2.764026285149157047e-04
4.931659653783499380e+02,9.997014403343200684e-01,2.764813543763011694e-04
4.931863995315579814e+02,9.994353055953979492e-01,2.764089731499552727e-04
4.932068338847602718e+02,9.997029304504394531e-01,2.764698583632707596e-04
4.932272681379690766e+02,9.992517828941345215e-01,2.764177916105836630e-04
4.932477022912353277e+02,9.998973608016967773e-01,2.764472737908363342e-04
4.932885708976464230e+02,9.998882412910461426e-01,2.764282107818871737e-04
4.933090050509126741e+02,1.000313162803649902e+00,2.764923556242138147e-04
4.933294394041149644e+02,9.994194507598876953e-01,2.764598175417631865e-04
4.933498736573819770e+02,9.995703101158142090e-01,2.764415694400668144e-04
4.933703078105900204e+02,9.994034171104431152e-01,2.764241362456232309e-04
4.933907421638505184e+02,9.996103048324584961e-01,2.764528908301144838e-04
4.934316106703263358e+02,1.000013113021850586e+00,2.764295786619186401e-04
4.934520449235860724e+02,9.998952150344848633e-01,2.764446253422647715e-04
4.934929134300618898e+02,9.994118809700012207e-01,2.764133678283542395e-04
4.935133477833223878e+02,1.000064969062805176e+00,2.764471573755145073e-04
4.935337819365886389e+02,9.997122883796691895e-01,2.764625241979956627e-04
4.935542161898556515e+02,9.995707869529724121e-01,2.764456439763307571e-04
4.935746505431161495e+02,1.000069737434387207e+00,2.764787932392209768e-04
4.935950846963824006e+02,9.997112751007080078e-01,2.764340024441480637e-04
4.936155190496501746e+02,1.000357508659362793e+00,2.764747478067874908e-04
4.936359533029099111e+02,9.995920658111572266e-01,2.763916272670030594e-04
4.936563874561179546e+02,1.000105857849121094e+00,2.764642413239926100e-04
4.936768218093784526e+02,9.996710419654846191e-01,2.764318487606942654e-04
4.937381245692376979e+02,9.999014735221862793e-01,2.764581295195966959e-04
4.937585588224392268e+02,9.994133114814758301e-01,2.764652890618890524e-04
4.937789929757636855e+02,1.000072002410888672e+00,2.764098171610385180e-04
4.937994273289659759e+02,1.000034570693969727e+00,2.764293167274445295e-04
4.938198615822911961e+02,9.999837875366210938e-01,2.764071687124669552e-04
4.938402957355574472e+02,9.997122883796691895e-01,2.763751544989645481e-04
4.938607300888252212e+02,1.000021696090698242e+00,2.763976226560771465e-04
4.938811643420849578e+02,9.999572634696960449e-01,2.764078963082283735e-04
4.939015984953512088e+02,9.995020031929016113e-01,2.763662196230143309e-04
4.939220328486117069e+02,9.996836185455322266e-01,2.763822849374264479e-04
4.939424671018787194e+02,1.000592350959777832e+00,2.764596720226109028e-04
4.939629012551449705e+02,1.000084519386291504e+00,2.763883094303309917e-04
4.939833356084127445e+02,1.000065922737121582e+00,2.764094097074121237e-04
4.940037698617306887e+02,9.994047880172729492e-01,2.763450320344418287e-04
4.940242040149387321e+02,9.997016787528991699e-01,2.763209049589931965e-04
4.940446383682574378e+02,9.999873042106628418e-01,2.764209639281034470e-04
4.940650726215244504e+02,9.998803734779357910e-01,2.764344390016049147e-04
4.940855069747922244e+02,9.996460676193237305e-01,2.764162782113999128e-04
4.941059411280584754e+02,9.998800158500671387e-01,2.764002711046487093e-04
4.941263753813182120e+02,1.000159978866577148e+00,2.764701494015753269e-04
4.941468097345859860e+02,9.994090795516967773e-01,2.763414522632956505e-04
4.941672438878449611e+02,9.997855424880981445e-01,2.764484961517155170e-04
4.941876781411119737e+02,9.994921684265136719e-01,2.763901138678193092e-04
4.942081124943797477e+02,1.000356674194335938e+00,2.764030941762030125e-04
4.942285466476459987e+02,9.997014403343200684e-01,2.763711963780224323e-04
4.942489809009057353e+02,1.000168681144714355e+00,2.763734664767980576e-04
4.942694152541735093e+02,9.998825788497924805e-01,2.764055388979613781e-04
4.942898494074324844e+02,9.997866153717041016e-01,2.763775701168924570e-04
4.943102836606994970e+02,1.000406861305236816e+00,2.763922966551035643e-04
4.943307180139672710e+02,9.997875690460205078e-01,2.764198579825460911e-04
4.943511522672270075e+02,9.994679093360900879e-01,2.763679367490112782e-04
4.943715864204932586e+02,1.000410199165344238e+00,2.764332457445561886e-04
4.943920207737028250e+02,9.994465708732604980e-01,2.763627271633595228e-04
4.944124550269625615e+02,1.000194787979125977e+00,2.764299279078841209e-04
4.944328891802288126e+02,9.998624324798583984e-01,2.763810916803777218e-04
4.944533235334965866e+02,9.998663663864135742e-01,2.763876400422304869e-04
4.944737577867563232e+02,1.000050306320190430e+00,2.763773954939097166e-04
4.944941919399643666e+02,1.000254869461059570e+00,2.763868542388081551e-04
4.945146262932321406e+02,1.000203013420104980e+00,2.763484662864357233e-04
4.945350604464911157e+02,9.998751878738403320e-01,2.763458469416946173e-04
4.945554947997006821e+02,1.000003814697265625e+00,2.763675292953848839e-04
4.945759290529676946e+02,1.000397205352783203e+00,2.763602824416011572e-04
4.945963632061757380e+02,1.000370383262634277e+00,2.763829834293574095e-04
4.946167975594362360e+02,1.000384569168090820e+00,2.762962831184267998e-04
4.946372318126450409e+02,9.999321699142456055e-01,2.763350785244256258e-04
4.946576659658458084e+02,1.000089168548583984e+00,2.764198288787156343e-04
4.946985345723223872e+02,9.997915029525756836e-01,2.763343509286642075e-04
4.947189688255239162e+02,1.000161170959472656e+00,2.763830707408487797e-04
4.947394030787909287e+02,1.000583887100219727e+00,2.763433440122753382e-04
4.947598373319997336e+02,9.999763369560241699e-01,2.763709635473787785e-04
4.947802715852012625e+02,1.000232696533203125e+00,2.763839147519320250e-04
4.948211400916188722e+02,9.996934533119201660e-01,2.763600787147879601e-04
4.948415743448204012e+02,1.000144600868225098e+00,2.763542870525270700e-04
4.948620086980299675e+02,1.000066637992858887e+00,2.764301607385277748e-04
